Seed,Species,Shiny,EC,PID,Tera Type,HP,Atk,Def,SpA,SpD,Spe,Ability,Nature,Gender,Height,Weight,Scale,Drops
628CF6ED,Bronzor,No,852A6148,92B96FAF,Steel,31,31,31,31,31,31,Heatproof,Calm,Genderless,167,128,156,0
628D5DFC,Sneasel,No,852AC857,984EC58E,Dragon,31,31,31,31,31,31,Pickpocket,Rash,Male,71,213,186,0
630DD071,Sableye,No,85AB3ACC,94D42D3A,Electric,31,31,31,31,31,31,Prankster,Bashful,Male,46,118,226,0
63316CEF,Carkol,No,85CED74A,26E4819C,Water,31,31,31,31,31,31,Steam Engine,Timid,Female,70,111,125,0
6379C6FE,Gothorita,No,86173159,444CF36C,Psychic,31,31,31,31,31,31,Shadow Tag,Gentle,Female,38,92,31,0
638A000E,Sneasel,No,86276A69,8C010AD5,Fire,31,31,31,31,31,31,Pickpocket,Bold,Male,139,86,154,0
63CC9200,Stantler,No,8669FC5B,92035BAC,Poison,31,31,31,31,31,31,Sap Sipper,Bold,Female,150,88,213,0
63D0D098,Kricketune,No,866E3AF3,A0EF3351,Grass,31,31,31,31,31,31,Technician,Mild,Male,140,198,100,0
64E21C72,Axew,No,877F86CD,F36CF056,Psychic,31,31,31,31,31,31,Rivalry,Serious,Male,148,197,77,0
64E27884,Ditto,No,877FE2DF,F1DC5FB2,Ghost,31,31,31,31,31,31,Imposter,Jolly,Genderless,165,64,71,0
65049901,Eevee,No,87A2035C,77E793BC,Flying,31,31,31,31,31,31,Adaptability,Naive,Male,158,32,133,0
655FA381,Tinkatuff,No,87FD0DDC,E3819E66,Flying,31,31,31,31,31,31,Mold Breaker,Serious,Female,160,173,25,0
65EF8E07,Frigibax,No,888CF862,2491BC2B,Flying,31,31,31,31,31,31,Thermal Exchange,Relaxed,Male,197,101,32,0
6648D878,Haunter,No,88E642D3,86174E51,Grass,31,31,31,31,31,31,Levitate,Lonely,Male,121,94,120,0
66E1CE1E,Snover,No,897F3879,EA64CAEE,Psychic,31,31,31,31,31,31,Snow Warning,Mild,Male,62,106,20,0
67BDA96C,Lokix,No,8A5B13C7,59F33F6D,Ghost,31,31,31,31,31,31,Swarm,Gentle,Female,91,156,57,0
67E693EC,Makuhita,No,8A83FE47,FE9AF4AD,Ghost,31,31,31,31,31,31,Thick Fat,Relaxed,Male,80,124,180,0
680EE9EE,Cetoddle,No,8AAC5449,A54F8AD7,Fire,31,31,31,31,31,31,Snow Cloak,Quiet,Female,133,207,73,0
686E24EE,Magikarp,No,8B0B8F49,260841E0,Fire,31,31,31,31,31,31,Swift Swim,Gentle,Male,136,100,126,0
6915B783,Hippopotas,No,8BB321DE,BEEED8E6,Fighting,31,31,31,31,31,31,Sand Force,Careful,Female,28,135,151,0
694AE3EF,Tinkatuff,No,8BE84E4A,940BF3DC,Water,31,31,31,31,31,31,Mold Breaker,Sassy,Female,106,81,87,0
6977949A,Frigibax,No,8C14FEF5,46511654,Water,31,31,31,31,31,31,Ice Body,Brave,Female,50,145,138,0
69F93687,Bronzor,No,8C96A0E2,515BE36E,Flying,31,31,31,31,31,31,Heatproof,Hardy,Genderless,139,126,99,0
6A5B5887,Ditto,No,8CF8C2E2,D889D14C,Flying,31,31,31,31,31,31,Imposter,Hardy,Genderless,81,139,107,0
6A7FE8F3,Spidops,No,8D1D534E,66E87F74,Ice,31,31,31,31,31,31,Stakeout,Lax,Male,82,22,189,0
6A83FC0A,Zorua,No,8D216665,77C81A72,Rock,31,31,31,31,31,31,Illusion,Relaxed,Male,84,81,226,0
6A8C2E03,Frigibax,No,8D29985E,9C9DA2CF,Fighting,31,31,31,31,31,31,Ice Body,Lax,Female,156,201,59,0
6AB35618,Indeedee,No,8D50C073,393AFF47,Electric,31,31,31,31,31,31,Psychic Surge,Brave,Male,69,11,106,0
6AECE303,Charcadet,No,8D8A4D5E,1B44F9D6,Fighting,31,31,31,31,31,31,Flame Body,Rash,Male,128,78,144,0
6B78B501,Zorua,No,8E161F5C,4916BC2B,Poison,31,31,31,31,31,31,Illusion,Quirky,Male,102,41,100,0
6BB06101,Oinkologne,No,8E4DCB5C,2C8606DD,Poison,31,31,31,31,31,31,Gluttony,Calm,Male,118,49,32,0
6BF7BD6E,Qwilfish,No,8E9527C9,458367E7,Fire,31,31,31,31,31,31,Poison Point,Timid,Male,152,143,56,0
6C24E802,Mareanie,No,8EC2525D,00E719BE,Flying,31,31,31,31,31,31,Merciless,Impish,Female,217,72,81,0
6C4BF70B,Gothorita,No,8EE96166,9C1DD0DE,Bug,31,31,31,31,31,31,Frisk,Lonely,Female,202,53,218,0
6CB9DBED,Pikachu,No,8F574648,55962FA1,Steel,31,31,31,31,31,31,Lightning Rod,Adamant,Female,67,68,220,0
6CCC627F,Dolliv,No,8F69CCDA,A2E4988B,Psychic,31,31,31,31,31,31,Early Bird,Brave,Male,73,76,117,0
6D179079,Sableye,No,8FB4FAD4,CAFC1655,Grass,31,31,31,31,31,31,Stall,Quirky,Male,146,80,202,0
6D3FB66F,Luxio,No,8FDD20CA,6A974691,Water,31,31,31,31,31,31,Rivalry,Gentle,Female,95,98,216,0
6D648CEF,Carkol,No,9001F74A,FEFF0489,Water,31,31,31,31,31,31,Flame Body,Quirky,Male,107,100,128,0
6E49AB87,Gumshoos,No,90E715E2,914A4A0C,Flying,31,31,31,31,31,31,Adaptability,Hardy,Female,100,146,175,0
6E9DD86F,Haunter,No,913B42CA,E3B0EDB5,Water,31,31,31,31,31,31,Levitate,Rash,Male,131,100,28,0
6EA817F0,Riolu,No,9145824B,10D5EF49,Grass,31,31,31,31,31,31,Inner Focus,Lonely,Male,138,168,179,0
6EC6E2EF,Pawmo,No,91644D4A,869CCAB5,Water,31,31,31,31,31,31,Volt Absorb,Adamant,Male,47,118,119,0
6ECE9F7D,Marill,No,916C09D8,A6924FEE,Dragon,31,31,31,31,31,31,Sap Sipper,Lonely,Female,209,152,77,0
6F2D808E,Indeedee,No,91CAEAE9,212DFB5C,Fire,31,31,31,31,31,31,Synchronize,Calm,Male,191,221,220,0
6F5C8CF2,Carkol,No,91F9F74D,DC9C11A1,Psychic,31,31,31,31,31,31,Flame Body,Lonely,Female,104,143,64,0
6F6A0706,Oranguru,No,92077161,16E3A210,Fighting,31,31,31,31,31,31,Inner Focus,Hasty,Female,66,174,61,0
6FAF4A02,Deino,No,924CB45D,2C89BE4A,Flying,31,31,31,31,31,31,Hustle,Modest,Male,220,118,94,0
6FBD3085,Zangoose,No,925A9AE0,635022EE,Normal,31,31,31,31,31,31,Immunity,Bold,Male,156,67,187,0
6FDDBC82,Dunsparce (Common),No,927B26DD,E0EB977A,Flying,31,31,31,31,31,31,Serene Grace,Sassy,Female,147,197,187,0
6FF59A94,Axew,No,929304EF,4166755E,Dragon,31,31,31,31,31,31,Mold Breaker,Quirky,Male,213,112,102,0
705CDD03,Qwilfish,No,92FA475E,E538CD83,Flying,31,31,31,31,31,31,Poison Point,Quiet,Female,180,100,125,0
7068F88A,Frigibax,No,930662E5,15F444F3,Rock,31,31,31,31,31,31,Ice Body,Modest,Female,148,75,189,0
7084798E,Oinkologne,No,9321E3E9,847A4ECB,Fire,31,31,31,31,31,31,Aroma Veil,Adamant,Female,209,80,85,0
70B05C07,Axew,No,934DC662,3415D22B,Flying,31,31,31,31,31,31,Mold Breaker,Hardy,Male,62,171,193,0
70B3186C,Haunter,No,935082C7,4104D230,Ghost,31,31,31,31,31,31,Levitate,Relaxed,Male,224,97,51,0
716B9084,Zangoose,No,9408FADF,2173CF6B,Fire,31,31,31,31,31,31,Immunity,Bashful,Female,216,178,170,0
71EE9508,Zorua,No,948BFF63,2DF95473,Poison,31,31,31,31,31,31,Illusion,Rash,Male,128,223,58,0
72436806,Mareanie,No,94E0D261,7DCEB7B5,Fighting,31,31,31,31,31,31,Regenerator,Calm,Male,182,132,102,0
72A2D471,Hippopotas,No,95403ECC,FC410F9C,Electric,31,31,31,31,31,31,Sand Stream,Gentle,Female,208,94,111,0
72D3BCFB,Girafarig,No,95712756,C17E301D,Water,31,31,31,31,31,31,Sap Sipper,Careful,Male,147,151,64,0
72E5ED6E,Staravia,No,958357C9,087356B8,Fire,31,31,31,31,31,31,Reckless,Bold,Male,153,129,98,0
7330A308,Charcadet,No,95CE0D63,342184A1,Poison,31,31,31,31,31,31,Flash Fire,Serious,Female,136,96,77,0
734435F4,Cubchoo,No,95E1A04F,820102D6,Dragon,31,31,31,31,31,31,Slush Rush,Calm,Male,82,175,124,0
73490887,Spidops,No,95E672E2,953A301B,Flying,31,31,31,31,31,31,Insomnia,Calm,Male,84,214,111,0
7353B105,Seviper,No,95F11B60,BFFC6CA2,Normal,31,31,31,31,31,31,Shed Skin,Calm,Female,126,228,68,0
73564F73,Indeedee,No,95F3B9CE,C8072B5E,Ice,31,31,31,31,31,31,Own Tempo,Serious,Female,132,171,172,0
736EC670,Steenee,No,960C30CB,2A5D8C2A,Grass,31,31,31,31,31,31,Sweet Veil,Bold,Female,126,144,106,0
73CA968A,Charcadet,No,966800E5,9C0E86DF,Rock,31,31,31,31,31,31,Flash Fire,Naughty,Male,63,114,137,0
742DE66F,Steenee,No,96CB50CA,2DC897D0,Water,31,31,31,31,31,31,Oblivious,Brave,Female,157,142,208,0
7536B802,Haunter,No,97D4225D,5177C8FD,Poison,31,31,31,31,31,31,Levitate,Quirky,Male,228,127,64,0
756D8282,Naclstack,No,980AECDD,2E316BE5,Poison,31,31,31,31,31,31,Purifying Salt,Lax,Male,163,136,121,0
75DA3906,Eevee,No,9877A361,DF93D735,Fighting,31,31,31,31,31,31,Run Away,Naive,Male,229,113,128,0
76236D86,Hattrem,No,98C0D7E1,01992B81,Fighting,31,31,31,31,31,31,Magic Bounce,Jolly,Female,83,50,162,0
76785706,Gible,No,9915C161,55F18151,Fighting,31,31,31,31,31,31,Rough Skin,Docile,Male,134,204,86,0
768B55ED,Cubchoo,No,9928C048,A2ACCD4C,Steel,31,31,31,31,31,31,Slush Rush,Calm,Female,84,98,68,0
76949705,Gible,No,99320160,C9A1BA04,Normal,31,31,31,31,31,31,Rough Skin,Careful,Male,126,39,105,0
76B29776,Gible,No,995001D1,41BEC281,Fairy,31,31,31,31,31,31,Sand Veil,Relaxed,Male,39,154,59,0
776CFFF0,Skiploom,No,9A0A6A4B,2685BCF5,Grass,31,31,31,31,31,31,Infiltrator,Lonely,Female,79,160,101,0
7781B070,Sableye,No,9A1F1ACB,7C376A19,Grass,31,31,31,31,31,31,Keen Eye,Mild,Female,161,151,230,0
778F886F,Mareanie,No,9A2CF2CA,B4631CE6,Water,31,31,31,31,31,31,Merciless,Calm,Male,136,168,99,0
77D4B2EF,Larvitar,No,9A721D4A,C7EB19F4,Water,31,31,31,31,31,31,Guts,Careful,Male,153,87,246,0
78FAC182,Oinkologne,No,9B982BDD,66F686C7,Ground,31,31,31,31,31,31,Thick Fat,Naughty,Female,28,96,99,0
78FF3FF4,Skiploom,No,9B9CAA4F,78610F25,Dragon,31,31,31,31,31,31,Leaf Guard,Bold,Female,129,170,71,0
79279680,Bronzor,No,9BC500DB,189F41EB,Bug,31,31,31,31,31,31,Heatproof,Relaxed,Genderless,110,58,58,0
7A324304,Charcadet,No,9CCFAD5F,427FB753,Water,31,31,31,31,31,31,Flash Fire,Mild,Male,192,127,142,0
7A85F880,Ditto,No,9D2362DB,91BD0DBF,Bug,31,31,31,31,31,31,Imposter,Hardy,Genderless,59,94,187,0
7A9ED0FB,Numel,No,9D3C3B56,F511B045,Grass,31,31,31,31,31,31,Own Tempo,Jolly,Female,107,209,123,0
7ADEC200,Dolliv,No,9D7C2C5B,F494BC5B,Bug,31,31,31,31,31,31,Early Bird,Bashful,Female,171,107,42,0
7AEB0D9F,Larvitar,No,9D8877FA,25F8384B,Dragon,31,31,31,31,31,31,Guts,Modest,Male,168,123,200,0
7B1EDD05,Qwilfish,No,9DBC4760,F390F47A,Normal,31,31,31,31,31,31,Poison Point,Hardy,Male,159,58,123,0
7B1F969D,Frigibax,No,9DBD00F8,F6BA74C7,Fairy,31,31,31,31,31,31,Ice Body,Docile,Male,75,81,105,0
7BA4FA7C,Dedenne,No,9E4264D7,0CC01B9C,Steel,31,31,31,31,31,31,Pickup,Quirky,Male,101,68,72,0
7BEC506D,Sableye,No,9E89BAC8,2A280924,Steel,31,31,31,31,31,31,Keen Eye,Adamant,Female,219,208,180,0
7C16C901,Finizen,No,9EB4335C,DB3772FD,Rock,31,31,31,31,31,31,Water Veil,Lax,Male,153,183,136,0
7C2D3E81,Marill,No,9ECAA8DC,33AA072E,Rock,31,31,31,31,31,31,Thick Fat,Quirky,Male,179,166,197,0
7CCC82F6,Pawmo,No,9F69ED51,B2662FE7,Fairy,31,31,31,31,31,31,Iron Fist,Jolly,Female,207,173,163,0
7CFD0674,Steenee,No,9F9A70CF,7481E5F8,Dragon,31,31,31,31,31,31,Sweet Veil,Quirky,Female,134,157,95,0
7D0D976C,Gible,No,9FAB01C7,B50729D2,Ghost,31,31,31,31,31,31,Sand Veil,Mild,Female,100,81,112,0
7DC4EDEE,Hattrem,No,A0625849,91F29160,Fire,31,31,31,31,31,31,Healer,Gentle,Female,168,109,46,0
7F031C85,Dunsparce (Common),No,A1A086E0,89177599,Normal,31,31,31,31,31,31,Rattled,Mild,Male,114,150,138,0
7F3BAF6E,Indeedee,No,A1D919C9,6A767CDD,Fire,31,31,31,31,31,31,Psychic Surge,Calm,Female,217,108,176,0
7F582605,Gothorita,No,A1F59060,DC33B309,Normal,31,31,31,31,31,31,Competitive,Gentle,Male,230,234,214,0
7F7FF688,Bronzor,No,A21D60E3,7B8D3D0E,Poison,31,31,31,31,31,31,Levitate,Bashful,Genderless,59,134,76,0
7FB4A701,Oranguru,No,A252115C,4F25C121,Rock,31,31,31,31,31,31,Inner Focus,Sassy,Male,126,142,158,0
7FDBB808,Haunter,No,A2792263,EAD81449,Poison,31,31,31,31,31,31,Levitate,Jolly,Male,233,125,99,0
7FEF9D81,Sneasel,No,A28D07DC,3B9B8AC1,Rock,31,31,31,31,31,31,Inner Focus,Modest,Female,91,143,106,0
802F5500,Zorua,No,A2CCBF5B,257E432C,Dragon,31,31,31,31,31,31,Illusion,Quirky,Male,210,153,162,0
80788975,Lokix,No,A315F3D0,8096741D,Dark,31,31,31,31,31,31,Tinted Lens,Bold,Male,53,100,98,0
8102C19E,Spidops,No,A3A02BF9,96BBE6D9,Grass,31,31,31,31,31,31,Insomnia,Hasty,Female,114,43,99,0
8110BB19,Lokix,No,A3AE2574,DFE1EC5B,Ground,31,31,31,31,31,31,Tinted Lens,Naughty,Female,81,236,207,0
81340B6D,Bergmite,No,A3D175C8,51B81AA3,Steel,31,31,31,31,31,31,Sturdy,Gentle,Female,88,215,210,0
81581108,Seviper,No,A3F57B63,01381DDD,Poison,31,31,31,31,31,31,Shed Skin,Bashful,Male,129,100,53,0
816F31ED,Kricketune,No,A40C9C48,25C49047,Steel,31,31,31,31,31,31,Swarm,Naughty,Male,149,87,144,0
81ABD7F8,Riolu,No,A4494253,33098244,Ground,31,31,31,31,31,31,Steadfast,Brave,Male,199,163,137,0
82F5EC06,Greedent,No,A5935661,4A5FE53B,Fighting,31,31,31,31,31,31,Cheek Pouch,Modest,Male,135,191,59,0
8353857D,Indeedee,No,A5F0EFD8,D154939D,Dragon,31,31,31,31,31,31,Psychic Surge,Naive,Female,138,40,130,0
8361BA04,Dratini,No,A5FF245F,19FD02FE,Fire,31,31,31,31,31,31,Shed Skin,Careful,Male,73,181,186,0
8380E4F2,Riolu,No,A61E4F4D,9D75AC1E,Psychic,31,31,31,31,31,31,Prankster,Impish,Male,113,230,169,0
838D3B00,Pikachu,No,A62AA55B,AC97F146,Dragon,31,31,31,31,31,31,Static,Hasty,Female,170,100,133,0
83D60180,Oinkologne,No,A6736BDB,C7D1BB8C,Dragon,31,31,31,31,31,31,Thick Fat,Impish,Female,123,136,35,0
83F2B1F4,Kricketune,No,A6901C4F,56B18D74,Dragon,31,31,31,31,31,31,Swarm,Rash,Male,129,82,74,0
8421A59F,Zorua,No,A6BF0FFA,20C791DA,Fire,31,31,31,31,31,31,Illusion,Docile,Male,10,175,128,0
843B2AF4,Goomy,No,A6D8954F,7ADE5E5F,Dragon,31,31,31,31,31,31,Gooey,Impish,Male,147,93,151,0
845E6E6C,Frigibax,No,A6FBD8C7,ED8C5EDD,Ghost,31,31,31,31,31,31,Thermal Exchange,Impish,Male,126,86,178,0
84A5B27E,Stantler,No,A7431CD9,11006F0D,Psychic,31,31,31,31,31,31,Sap Sipper,Naive,Female,99,195,147,0
855341FF,Oinkologne,No,A7F0AC5A,D9058499,Ghost,31,31,31,31,31,31,Aroma Veil,Jolly,Female,108,124,194,0
856E527C,Stantler,No,A80BBCD7,2CD1C981,Fighting,31,31,31,31,31,31,Frisk,Mild,Female,170,158,119,0
85711588,Rufflet,No,A80E7FE3,61F0C280,Poison,31,31,31,31,31,31,Sheer Force,Hasty,Male,95,143,130,0
857C28FB,Spidops,No,A8199356,75781407,Ghost,31,31,31,31,31,31,Insomnia,Careful,Female,131,80,99,0
85A9B105,Seviper,No,A8471B60,40202B5A,Normal,31,31,31,31,31,31,Infiltrator,Serious,Male,135,112,209,0
86A4E300,Charcadet,No,A9424D5B,11FC524D,Dragon,31,31,31,31,31,31,Flash Fire,Rash,Male,181,99,116,0
86C3AF72,Indeedee,No,A96119CD,96BE30D3,Psychic,31,31,31,31,31,31,Psychic Surge,Gentle,Female,157,112,224,0
86E75E01,Dratini,No,A984C85C,089A6B54,Ice,31,31,31,31,31,31,Marvel Scale,Gentle,Female,128,224,113,0
88147A6E,Makuhita,No,AAB1E4C9,DAFA885F,Fire,31,31,31,31,31,31,Guts,Bold,Male,185,114,38,0
88ADF9F5,Chansey,No,AB4B6450,35995040,Dark,31,31,31,31,31,31,Natural Cure,Lonely,Female,103,69,145,0
88BF8372,Charcadet,No,AB5CEDCD,6C42D4C4,Psychic,31,31,31,31,31,31,Flame Body,Lonely,Female,181,73,144,0
890F2403,Sunflora,No,ABAC8E5E,AD3E196E,Psychic,31,31,31,31,31,31,Early Bird,Docile,Female,123,69,107,0
897F0672,Steenee,No,AC1C70CD,6CAE3135,Psychic,31,31,31,31,31,31,Sweet Veil,Serious,Female,135,190,68,0
89AAA407,Snover,No,AC480E62,3FD72D1F,Flying,31,31,31,31,31,31,Snow Warning,Brave,Female,208,175,218,0
89B89F87,Skiploom,No,AC5609E2,86F8B1BC,Flying,31,31,31,31,31,31,Chlorophyll,Impish,Female,62,98,152,0
89B8DE80,Marill,No,AC5648DB,87FD04A5,Dark,31,31,31,31,31,31,Sap Sipper,Adamant,Male,92,130,119,0
89E3A507,Stantler,No,AC810F62,1B9106D6,Flying,31,31,31,31,31,31,Frisk,Timid,Female,227,147,172,0
8A1AF187,Luxio,No,ACB85BE2,FF26FAE6,Flying,31,31,31,31,31,31,Intimidate,Naughty,Male,116,168,93,0
8A9A516D,Seviper,No,AD37BBC8,01340675,Steel,31,31,31,31,31,31,Infiltrator,Hasty,Male,138,242,177,0
8A9EE483,Cubchoo,No,AD3C4EDE,EF5F8E48,Psychic,31,31,31,31,31,31,Slush Rush,Lonely,Female,44,16,213,0
8AA393F6,Makuhita,No,AD40FE51,1A4077C0,Fairy,31,31,31,31,31,31,Sheer Force,Rash,Male,132,188,164,0
8AA8C078,Larvesta,No,AD462AD3,4704972C,Electric,31,31,31,31,31,31,Flame Body,Mild,Male,127,82,138,0
8AF49FF9,Skiploom,No,AD920A54,5624C178,Ice,31,31,31,31,31,31,Chlorophyll,Adamant,Female,66,125,78,0
8B5AD46D,Snover,No,ADF83EC8,FD886386,Steel,31,31,31,31,31,31,Snow Warning,Impish,Female,113,106,98,0
8BB6146E,Snover,No,AE537EC9,4F682B8B,Fire,31,31,31,31,31,31,Soundproof,Jolly,Female,89,111,123,0
8BED2EEE,Indeedee,No,AE8A9949,332CAA5F,Fire,31,31,31,31,31,31,Inner Focus,Serious,Male,187,113,171,0
8C7A06F6,Dedenne,No,AF177151,86151E09,Fairy,31,31,31,31,31,31,Plus,Hardy,Female,129,149,228,0
8C89C006,Fletchinder,No,AF272A61,C9A081A8,Fighting,31,31,31,31,31,31,Gale Wings,Brave,Male,158,122,196,0
8CD2FA86,Indeedee,No,AF7064E1,E4DAB3C2,Fighting,31,31,31,31,31,31,Psychic Surge,Naive,Female,225,119,84,0
8D153D82,Sneasel,No,AFB2A7DD,D876416C,Ice,31,31,31,31,31,31,Inner Focus,Timid,Male,53,207,107,0
8D1E2DFF,Hattrem,No,AFBB985A,F4B1BC79,Bug,31,31,31,31,31,31,Healer,Adamant,Female,135,156,144,0
8D2525EF,Kricketune,No,AFC2904A,18E1EA45,Water,31,31,31,31,31,31,Swarm,Brave,Male,109,143,25,0
8E874BEF,Gumshoos,No,B124B64A,917FED21,Water,31,31,31,31,31,31,Strong Jaw,Jolly,Male,202,214,230,0
8E9868ED,Spidops,No,B135D348,0D0FEE88,Steel,31,31,31,31,31,31,Stakeout,Hardy,Male,58,177,128,0
8EC2B87B,Haunter,No,B16022D6,A2031594,Steel,31,31,31,31,31,31,Levitate,Lax,Male,128,115,212,0
8EDC716F,Seviper,No,B179DBCA,FCE666F1,Water,31,31,31,31,31,31,Shed Skin,Brave,Male,66,24,154,0
8F243D08,Qwilfish,No,B1C1A763,1AC37212,Poison,31,31,31,31,31,31,Swift Swim,Hardy,Male,11,19,166,0
8F42B585,Rufflet,No,B1E01FE0,A0846329,Normal,31,31,31,31,31,31,Keen Eye,Brave,Male,121,101,116,0
8F5DD1EE,Kricketune,No,B1FB3C49,F5F7C7D6,Fire,31,31,31,31,31,31,Swarm,Mild,Female,133,13,89,0
8F8D2B6E,Bergmite,No,B22A95C9,B6D736EB,Fire,31,31,31,31,31,31,Ice Body,Serious,Male,221,129,119,0
9062BFF0,Skiploom,No,B3002A4B,2AE74534,Grass,31,31,31,31,31,31,Leaf Guard,Hasty,Male,100,106,189,0
91062A6E,Deino,No,B3A394C9,98087720,Fire,31,31,31,31,31,31,Hustle,Bashful,Female,117,114,128,0
915D10EE,Zangoose,No,B3FA7B49,FB34350A,Fire,31,31,31,31,31,31,Immunity,Timid,Male,97,146,219,0
9165E202,Pawmo,No,B4034C5D,1D196C75,Dragon,31,31,31,31,31,31,Iron Fist,Quirky,Male,242,125,119,0
91779885,Magikarp,No,B41502E0,553F750F,Normal,31,31,31,31,31,31,Swift Swim,Bold,Female,158,129,39,0
923BD9FC,Chansey,No,B4D94457,83DFB780,Normal,31,31,31,31,31,31,Serene Grace,Serious,Female,148,34,142,0
92DF9BFD,Pikachu,No,B57D0658,F50EEA6B,Grass,31,31,31,31,31,31,Lightning Rod,Modest,Female,168,115,151,0
9308A187,Steenee,No,B5A60BE2,CFF51B97,Flying,31,31,31,31,31,31,Leaf Guard,Serious,Female,166,118,206,0
93539B07,Pikachu,No,B5F10562,E36CB1BB,Flying,31,31,31,31,31,31,Static,Relaxed,Male,78,108,160,0
93BF1A03,Qwilfish,No,B65C845E,7247A603,Ice,31,31,31,31,31,31,Poison Point,Bashful,Male,118,55,188,0
93CF42FE,Pawmo,No,B66CAD59,B0BCBD82,Flying,31,31,31,31,31,31,Volt Absorb,Bold,Male,229,55,83,0
93DD3879,Haunter,No,B67AA2D4,FA666402,Flying,31,31,31,31,31,31,Levitate,Naughty,Male,85,182,178,0
93E42083,Sunflora,No,B6818ADE,1E62080F,Ice,31,31,31,31,31,31,Early Bird,Jolly,Female,129,73,144,0
943775EF,Cubchoo,No,B6D4E04A,57923974,Water,31,31,31,31,31,31,Slush Rush,Bashful,Female,162,148,110,0
946C4F6F,Indeedee,No,B709B9CA,441BF45E,Water,31,31,31,31,31,31,Own Tempo,Lonely,Female,132,197,26,0
9541DBF1,Pikachu,No,B7DF464C,B09E21AF,Electric,31,31,31,31,31,31,Static,Relaxed,Male,52,87,186,0
959B9006,Numel,No,B838FA61,0A9060D9,Fighting,31,31,31,31,31,31,Own Tempo,Quiet,Female,98,152,140,0
95C0AA86,Goomy,No,B85E14E1,B5EA5301,Fighting,31,31,31,31,31,31,Gooey,Jolly,Female,171,181,137,0
9639FE06,Dratini,No,B8D76861,8FEEEFC5,Fighting,31,31,31,31,31,31,Marvel Scale,Bold,Male,130,49,171,0
96574A1E,Sneasel,No,B8F4B479,D5C4985C,Grass,31,31,31,31,31,31,Pickpocket,Naive,Female,187,31,110,0
9662C486,Haunter,No,B9002EE1,2BC460E5,Fighting,31,31,31,31,31,31,Levitate,Gentle,Female,107,155,133,0
968E4582,Flaaffy,No,B92BAFDD,BA4E434D,Dragon,31,31,31,31,31,31,Static,Impish,Male,109,140,116,0
96BEB070,Sableye,No,B95C1ACB,7D5087EF,Grass,31,31,31,31,31,31,Prankster,Lax,Female,175,186,85,0
9718BDFD,Sneasel,No,B9B62858,13B3CCC5,Rock,31,31,31,31,31,31,Inner Focus,Bold,Female,27,159,172,0
97CE216F,Oinkologne,No,BA6B8BCA,B9B5B840,Water,31,31,31,31,31,31,Gluttony,Serious,Male,225,125,205,0
98265B6D,Fletchinder,No,BAC3C5C8,208AB962,Steel,31,31,31,31,31,31,Flame Body,Quirky,Male,141,140,192,0
98391C99,Qwilfish,No,BAD686F4,93B36AE7,Ghost,31,31,31,31,31,31,Intimidate,Bashful,Male,58,164,166,0
9871B688,Bronzor,No,BB0F20E3,75DAC915,Poison,31,31,31,31,31,31,Heatproof,Gentle,Genderless,155,135,88,0
98BE7902,Eevee,No,BB5BE35D,81AD365A,Dark,31,31,31,31,31,31,Anticipation,Hardy,Female,71,233,134,0
99100701,Oranguru,No,BBAD715C,F6D543E7,Fairy,31,31,31,31,31,31,Telepathy,Brave,Male,123,171,147,0
992C3BEC,Venomoth,No,BBC9A647,46E53310,Ghost,31,31,31,31,31,31,Wonder Skin,Mild,Male,113,119,148,0
993D0500,Sudowoodo,No,BBDA6F5B,82EDA3EB,Grass,31,31,31,31,31,31,Rock Head,Naughty,Male,82,58,218,0
99663F80,Skiploom,No,BC03A9DB,1EC42D27,Ghost,31,31,31,31,31,31,Infiltrator,Careful,Male,143,222,65,0
9976EB7A,Bergmite,No,BC1455D5,6204EA8C,Electric,31,31,31,31,31,31,Ice Body,Quirky,Male,109,111,132,0
998ABE84,Marill,No,BC2828DF,D1491A7F,Steel,31,31,31,31,31,31,Thick Fat,Impish,Female,24,69,116,0
99D18404,Naclstack,No,BC6EEE5F,F50097D3,Psychic,31,31,31,31,31,31,Clear Body,Calm,Female,109,100,152,0
9A28D084,Zangoose,No,BCC63ADF,58B73563,Poison,31,31,31,31,31,31,Immunity,Quirky,Male,121,155,149,0
9A9F6B00,Noibat,No,BD3CD55B,FB881017,Psychic,31,31,31,31,31,31,Telepathy,Jolly,Female,100,114,153,0
9AC45180,Luxio,No,BD61BBDB,A6E21A4B,Grass,31,31,31,31,31,31,Intimidate,Brave,Female,196,157,160,0
9AF1E5F0,Hippopotas,No,BD8F504B,75409E76,Grass,31,31,31,31,31,31,Sand Stream,Careful,Male,139,165,99,0
9B0C45FF,Indeedee,No,BDA9B05A,C581533E,Psychic,31,31,31,31,31,31,Psychic Surge,Hardy,Male,115,159,93,0
9B12FA03,Greedent,No,BDB0645E,F0201504,Dragon,31,31,31,31,31,31,Cheek Pouch,Bashful,Female,146,60,116,0
9B164FED,Morgrem,No,BDB3BA48,DD6E5343,Steel,31,31,31,31,31,31,Pickpocket,Calm,Male,210,54,218,0
9BDC4B86,Gumshoos,No,BE79B5E1,05B13DA7,Fighting,31,31,31,31,31,31,Stakeout,Calm,Male,123,170,66,0
9BDF0FED,Morgrem,No,BE7C7A48,F89C44E2,Steel,31,31,31,31,31,31,Frisk,Bashful,Male,192,142,101,0
